144262	4 Jul 25	16:28:00	1	0	51	0	Ct	0	0	0	0	1	0	0	0	0	3	0	0	12	0	2	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0
144263	4 Jul 25	16:29:00	1	0	51	0	Ct	0	0	0	0	0	0	0	0	0	3	0	0	9	0	1	0	7	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
144264	4 Jul 25	16:30:00	1	0	51	0	Ct	0	0	0	0	1	0	0	0	0	5	0	2	2	0	2	0	1	3	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
144265	4 Jul 25	16:31:00	1	0	51	0	Ct	0	0	0	0	0	0	0	0	0	3	0	1	1	0	1	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
144266	4 Jul 25	16:32:00	1	0	51	0	Ct	0	0	0	0	1	3	0	1	0	3	0	3	1	0	1	0	3	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
144267	4 Jul 25	16:33:00	1	0	51	0	Ct	0	0	0	0	2	5	0	1	0	3	0	3	1	2	4	0	1	0	0	6	0	0	0	0	0	4	3	0	0	0	0	0	0	0
144268	4 Jul 25	16:34:00	1	0	51	0	Ct	0	0	0	0	4	2	0	3	0	1	0	0	4	1	3	0	1	2	0	6	0	1	0	0	0	6	4	0	0	0	0	3	0	0
144269	4 Jul 25	16:35:00	1	0	51	0	Ct	0	0	0	0	1	4	0	1	0	2	0	0	1	2	0	0	2	3	0	2	0	0	0	0	0	4	3	0	0	0	0	5	0	0
144270	4 Jul 25	16:36:00	1	0	51	0	Ct	0	0	0	0	7	3	0	2	0	5	0	6	0	1	1	0	1	2	0	6	0	0	0	0	3	2	2	0	0	0	0	0	0	0
144271	4 Jul 25	16:37:00	1	0	51	0	Ct	0	0	0	0	3	2	0	2	0	3	0	2	0	3	2	0	1	6	0	4	0	0	0	0	1	0	4	0	0	0	0	7	0	0
144272	4 Jul 25	16:38:00	1	0	51	0	Ct	0	0	0	0	0	3	0	1	0	5	3	0	0	3	2	0	1	2	0	7	0	0	0	0	0	0	4	0	0	0	0	1	0	0
144273	4 Jul 25	16:39:00	1	0	51	0	Ct	0	0	0	0	1	3	0	2	2	5	5	0	0	0	2	0	1	4	0	2	0	0	0	0	0	0	4	0	0	0	0	13	0	0
144274	4 Jul 25	16:40:00	1	0	51	0	Ct	0	0	0	0	4	3	0	2	2	6	2	2	0	3	0	0	6	6	0	4	0	0	0	0	0	0	4	0	0	0	0	3	0	0
144275	4 Jul 25	16:41:00	1	0	51	0	Ct	0	0	0	0	3	3	0	1	3	3	10	3	0	1	2	0	4	4	0	4	0	0	0	0	0	0	3	0	0	0	0	0	0	0
144276	4 Jul 25	16:42:00	1	0	51	0	Ct	0	0	1	0	1	3	0	1	1	4	3	2	0	0	2	0	2	4	0	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0
144277	4 Jul 25	16:43:00	1	0	51	0	Ct	0	0	0	0	1	6	0	1	1	5	2	1	0	3	1	3	5	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
144278	4 Jul 25	16:44:00	1	0	51	0	Ct	0	0	0	0	1	1	0	2	0	6	3	0	0	1	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
144279	4 Jul 25	16:45:00	1	0	51	0	Ct	0	0	1	0	0	2	0	2	0	5	2	0	0	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
144280	4 Jul 25	16:46:00	1	0	51	0	Ct	0	0	0	0	0	0	0	1	0	2	0	1	0	1	1	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
144281	4 Jul 25	16:47:00	1	0	51	0	Ct	0	0	0	0	0	0	0	0	0	5	0	7	0	0	1	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
144282	4 Jul 25	16:48:00	1	0	51	0	Ct	0	0	0	0	0	0	0	0	2	4	0	4	0	2	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
144283	4 Jul 25	16:49:00	1	0	51	0	Ct	0	0	0	0	0	0	1	0	1	8	4	4	7	1	1	2	2	5	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
144284	4 Jul 25	16:50:00	1	0	51	0	Ct	0	0	0	0	5	6	0	0	0	4	3	3	1	1	0	0	3	3	2	0	0	0	1	0	0	0	3	0	0	2	0	2	2	3
144285	4 Jul 25	16:51:00	1	0	51	0	Ct	0	0	0	0	2	1	2	1	0	4	4	2	1	2	0	2	5	1	2	0	1	0	3	0	0	0	1	0	0	0	0	1	4	0
144286	4 Jul 25	16:52:00	1	0	51	0	Ct	0	0	0	0	5	1	2	1	1	5	4	3	1	5	2	0	2	5	2	0	4	3	1	2	0	0	3	0	0	4	0	1	2	3
144287	4 Jul 25	16:53:00	1	0	51	0	Ct	0	0	0	0	6	2	0	1	3	1	4	3	1	1	5	2	4	5	5	0	2	1	2	2	0	0	1	0	0	0	0	1	2	0
144288	4 Jul 25	16:54:00	1	0	51	0	Ct	0	0	0	0	2	11	2	0	1	5	4	2	1	3	3	0	4	1	4	0	1	0	0	4	0	0	0	0	0	0	0	0	3	0
144289	4 Jul 25	16:55:00	1	0	51	0	Ct	0	0	0	0	1	0	0	0	0	3	4	0	2	2	1	0	4	5	1	0	0	1	0	2	0	0	0	0	0	0	0	2	1	0
144290	4 Jul 25	16:56:00	1	0	51	0	Ct	0	0	0	0	1	0	0	0	0	4	4	2	11	1	0	0	0	0	4	0	0	0	2	5	0	0	0	0	0	0	0	1	0	0
144291	4 Jul 25	16:57:00	1	0	51	0	Ct	0	0	0	0	0	0	0	0	0	4	2	1	2	1	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	2	3	0
144292	4 Jul 25	16:58:00	1	0	51	0	Ct	0	0	0	0	0	0	0	0	0	4	2	3	2	2	1	0	0	0	2	0	0	0	4	0	0	0	0	0	0	0	0	4	1	0
144293	4 Jul 25	16:59:00	1	0	51	0	Ct	0	0	0	0	0	0	0	0	0	0	2	3	15	2	2	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
144294	4 Jul 25	17:00:00	1	0	51	0	Ct	0	0	0	0	0	0	0	0	0	4	4	0	20	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
144295	4 Jul 25	17:01:00	1	0	51	0	Ct	0	0	0	0	0	0	0	0	0	5	3	1	0	0	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
144296	4 Jul 25	17:02:00	1	0	51	0	Ct	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
144297	4 Jul 25	17:03:00	1	0	51	0	Ct	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
144298	4 Jul 25	17:04:00	1	0	51	0	Ct	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
144299	4 Jul 25	17:05:00	1	0	51	0	Ct	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
144300	4 Jul 25	17:06:00	1	0	51	0	Ct	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	4	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
144301	4 Jul 25	17:07:00	1	0	51	0	Ct	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	6	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
